Generation,P0_meanFit,P0_varFit,relFitness,N,Patch_Number,S_OD,Unnamed: 0,cMperChrom,fit_MAC,fit_PAC,generalCommandsPath,generalOutputPath,migration_scenario,mu,nbChrom,nbGenerations,nbLoci,nbLoci_MAC,nbLoci_OD,nbLoci_PAC,nbPairsLoci_OD,nbReplicates,outputOptions,selectionOn,simulationSuperSetID
64,0.9999711130000001,3.1779999999999995e-06,0.9999711130000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
65,0.9999728920000003,2.9799999999999994e-06,0.9999728920000003,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
66,0.9999773350000002,2.519e-06,0.9999773350000002,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
67,0.9999812260000002,2.0649999999999997e-06,0.9999812260000002,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
68,0.9999818930000002,1.9860000000000006e-06,0.9999818930000002,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
69,0.9999835570000001,1.8020000000000003e-06,0.9999835570000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
70,0.9999871140000001,1.4190000000000003e-06,0.9999871140000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
71,0.9999885569999999,1.2850000000000002e-06,0.9999885569999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
72,0.9999886679999999,1.2470000000000003e-06,0.9999886679999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
73,0.9999886680000001,1.246e-06,0.9999886680000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
74,0.999989778,1.1470000000000002e-06,0.999989778,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
75,0.999989333,1.22e-06,0.999989333,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
76,0.999990778,1.013e-06,0.999990778,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
77,0.999991778,9.529999999999997e-07,0.999991778,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
78,0.99999289,7.81e-07,0.99999289,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
79,0.9999956669999999,4.780000000000001e-07,0.9999956669999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
80,0.9999966669999999,3.6700000000000004e-07,0.9999966669999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
81,0.9999978899999998,2.3500000000000003e-07,0.9999978899999998,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
82,0.999998779,1.35e-07,0.999998779,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
83,0.999998779,1.36e-07,0.999998779,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
84,0.999999223,8.6e-08,0.999999223,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
85,0.999999,1.11e-07,0.999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
86,0.999999,1.1e-07,0.999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
87,0.999999333,7.4e-08,0.999999333,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
88,0.999998889,1.22e-07,0.999998889,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
89,0.9999992219999999,8.6e-08,0.9999992219999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
90,0.9999992219999999,8.6e-08,0.9999992219999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
91,0.999998889,1.22e-07,0.999998889,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
92,0.999999333,7.4e-08,0.999999333,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
93,0.999999111,9.799999999999999e-08,0.999999111,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
94,0.999999333,7.4e-08,0.999999333,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
95,0.9999992219999999,8.6e-08,0.9999992219999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
96,0.999999111,9.799999999999999e-08,0.999999111,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
97,0.999998889,1.22e-07,0.999998889,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
98,0.9999986670000001,1.46e-07,0.9999986670000001,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
99,0.999999,1.1e-07,0.999999,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
100,0.999999333,7.4e-08,0.999999333,1000,1,0.125,3,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,4,0,4,0,2,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
0,0.5904899999999988,0.0,1.0,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
1,0.6109660000000002,0.007965999999999874,1.0346762857965375,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
2,0.5953971349999998,0.0011548849999999983,1.008310276211283,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
3,0.5852777109999994,0.0007329700000000003,0.9911729428102071,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
4,0.5806386190000008,0.0008961250000000003,0.9833165997730711,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
5,0.5792728969999998,0.0010482160000000011,0.9810037375738793,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
6,0.5795491940000002,0.0011543190000000004,0.981471648969501,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
7,0.5807292139999994,0.0012301299999999983,0.9834700232010714,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
8,0.5823713960000005,0.0012909419999999996,0.9862510728378125,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
9,0.5843309480000005,0.0013457409999999997,0.9895695913563322,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
10,0.5864073150000002,0.0013974090000000014,0.9930859371030828,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
11,0.5886270290000001,0.0014433279999999985,0.9968450422530444,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
12,0.5909534409999989,0.0014895160000000004,1.0007848414029028,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
13,0.5933697130000002,0.0015487859999999995,1.0048768192518083,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
14,0.595853397,0.0016000970000000013,1.0090829599146478,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
15,0.5984019330000011,0.0016566710000000006,1.013398928008942,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
16,0.6010703980000001,0.0017091489999999968,1.0179179969178145,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
17,0.6039256769999999,0.001770426999999999,1.0227534369760714,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
18,0.6067941359999998,0.0018289620000000023,1.0276111974800581,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
19,0.6097058909999999,0.0018905740000000001,1.0325422801402233,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
20,0.612780507,0.001948532,1.0377491693339433,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
21,0.61583391,0.002013936999999999,1.042920134125895,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
22,0.619064533,0.0020814450000000003,1.04839122254399,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
23,0.6224172779999994,0.002143739000000001,1.0540691256414154,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
24,0.6258036450000003,0.0022054459999999985,1.059803967891073,1000,1,0.025,6,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,25,0,20,5,10,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
